month,product_group_id,product_group_name,market_revenue,revenue_amazon
2024-05-01,17,Floor Cleaning Devices,4857389568.0,834144832.0
2024-06-01,17,Floor Cleaning Devices,5171134464.0,816169216.0
2024-07-01,17,Floor Cleaning Devices,5078127104.0,829302592.0
2024-08-01,17,Floor Cleaning Devices,4474945536.0,741276352.0
2024-09-01,17,Floor Cleaning Devices,4611237376.0,749333632.0
2024-10-01,17,Floor Cleaning Devices,4441923072.0,752341952.0
2024-11-01,17,Floor Cleaning Devices,4967991296.0,764904192.0
2024-12-01,17,Floor Cleaning Devices,4507452928.0,757010240.0
2024-01-01,18,Fabric Care Appliances,1445243520.0,259963840.0
2024-02-01,18,Fabric Care Appliances,1295213440.0,184516864.0
2024-03-01,18,Fabric Care Appliances,1395866880.0,234118368.0
2024-04-01,18,Fabric Care Appliances,1304518656.0,227965216.0
2024-05-01,18,Fabric Care Appliances,1322647040.0,216660832.0
2024-06-01,18,Fabric Care Appliances,1629650432.0,244506688.0
2024-07-01,18,Fabric Care Appliances,1339249408.0,244777136.0
2024-08-01,18,Fabric Care Appliances,1324899456.0,241043808.0
2024-09-01,18,Fabric Care Appliances,1449349248.0,248554080.0
2024-10-01,18,Fabric Care Appliances,1345890688.0,238917600.0
2024-11-01,18,Fabric Care Appliances,1707378432.0,268986176.0
2024-12-01,18,Fabric Care Appliances,1291978112.0,270930784.0
2024-01-01,19,Electric Cookware,1000000000.0,143727520.0
2024-02-01,19,Electric Cookware,1000000000.0,155292288.0
2024-03-01,19,Electric Cookware,1000000000.0,133157480.0
2024-04-01,19,Electric Cookware,1000000000.0,150269984.0
2024-05-01,19,Electric Cookware,1000000000.0,161915168.0
2024-06-01,19,Electric Cookware,1000000000.0,143722832.0
2024-07-01,19,Electric Cookware,1000000000.0,149019856.0
2024-08-01,19,Electric Cookware,1000000000.0,148070112.0
2024-09-01,19,Electric Cookware,1000000000.0,149672944.0
2024-10-01,19,Electric Cookware,1000000000.0,147541472.0
2024-11-01,19,Electric Cookware,1000000000.0,151817120.0
2024-12-01,19,Electric Cookware,1000000000.0,132284608.0
2024-01-01,21,Smart Wearables,2318578944.0,195730688.0
2024-02-01,21,Smart Wearables,2784815872.0,241672320.0
2024-03-01,21,Smart Wearables,2515106816.0,212210320.0
2024-04-01,21,Smart Wearables,2611192576.0,188305664.0
2024-05-01,21,Smart Wearables,2442098176.0,219162416.0
2024-06-01,21,Smart Wearables,2440549888.0,196315216.0
2024-07-01,21,Smart Wearables,2505401088.0,192525536.0
2024-08-01,21,Smart Wearables,2328116224.0,178384416.0
2024-09-01,21,Smart Wearables,2328728832.0,179919584.0
2024-10-01,21,Smart Wearables,2645974784.0,209622800.0
2024-11-01,21,Smart Wearables,2661603072.0,180362352.0
2024-12-01,21,Smart Wearables,2478739968.0,188618352.0
2024-01-01,23,Hot Beverage Machines,1606922112.0,280096384.0
2024-02-01,23,Hot Beverage Machines,1502811392.0,308178656.0
2024-03-01,23,Hot Beverage Machines,1411447040.0,328690560.0
2024-04-01,23,Hot Beverage Machines,1330152960.0,286375072.0
2024-05-01,23,Hot Beverage Machines,1401633280.0,315728960.0
2024-06-01,23,Hot Beverage Machines,1392618112.0,290905280.0
2024-07-01,23,Hot Beverage Machines,1465271808.0,273594880.0
2024-08-01,23,Hot Beverage Machines,1427715840.0,295955392.0
2024-09-01,23,Hot Beverage Machines,1426049408.0,288653824.0
2024-10-01,23,Hot Beverage Machines,1472271744.0,290567296.0
2024-11-01,23,Hot Beverage Machines,1552531200.0,281385536.0
2024-12-01,23,Hot Beverage Machines,1469311488.0,279319776.0
2024-01-01,26,Kitchen Prep Appliances,1578008064.0,211772960.0
2024-02-01,26,Kitchen Prep Appliances,1503832704.0,212904992.0
2024-03-01,26,Kitchen Prep Appliances,1402219392.0,237091136.0
2024-04-01,26,Kitchen Prep Appliances,1779131136.0,227180992.0
2024-05-01,26,Kitchen Prep Appliances,1497815808.0,260543328.0
2024-06-01,26,Kitchen Prep Appliances,1622145152.0,261572432.0
2024-07-01,26,Kitchen Prep Appliances,1592511744.0,243287168.0
2024-08-01,26,Kitchen Prep Appliances,1685601024.0,233570448.0
2024-09-01,26,Kitchen Prep Appliances,1630427648.0,249185552.0
2024-10-01,26,Kitchen Prep Appliances,1680193152.0,219797440.0
2024-11-01,26,Kitchen Prep Appliances,1484575232.0,234284992.0
2024-12-01,26,Kitchen Prep Appliances,1685661440.0,253553472.0
2024-01-01,27,Electric Razors,1000000000.0,264546784.0
2024-02-01,27,Electric Razors,1000000000.0,261535424.0
2024-03-01,27,Electric Razors,1000000000.0,246426592.0
2024-04-01,27,Electric Razors,1000000000.0,258239344.0
2024-05-01,27,Electric Razors,1000000000.0,253653968.0
2024-06-01,27,Electric Razors,1000000000.0,255765040.0
2024-07-01,27,Electric Razors,1000000000.0,252722960.0
2024-08-01,27,Electric Razors,1000000000.0,257057328.0
2024-09-01,27,Electric Razors,1000000000.0,257140272.0
2024-10-01,27,Electric Razors,1000000000.0,254895504.0
2024-11-01,27,Electric Razors,1000000000.0,265691968.0
2024-12-01,27,Electric Razors,1000000000.0,261744720.0
2024-01-01,29,All-in-One Printers & Printers,1000000000.0,217206624.0
2024-02-01,29,All-in-One Printers & Printers,1000000000.0,214546864.0
2024-03-01,29,All-in-One Printers & Printers,1000000000.0,201532992.0
2024-04-01,29,All-in-One Printers & Printers,1000000000.0,218178224.0
2024-05-01,29,All-in-One Printers & Printers,1000000000.0,207422448.0
2024-06-01,29,All-in-One Printers & Printers,1000000000.0,199625808.0
2024-07-01,29,All-in-One Printers & Printers,1000000000.0,199990544.0
2024-08-01,29,All-in-One Printers & Printers,1000000000.0,213828304.0
2024-09-01,29,All-in-One Printers & Printers,1000000000.0,199669888.0
2024-10-01,29,All-in-One Printers & Printers,1000000000.0,194380640.0
2024-11-01,29,All-in-One Printers & Printers,1000000000.0,201072240.0
2024-12-01,29,All-in-One Printers & Printers,1000000000.0,202221840.0
2024-01-01,30,Electric Kettles & Heaters,1000000000.0,130822776.0
2024-02-01,30,Electric Kettles & Heaters,1000000000.0,131261712.0
2024-03-01,30,Electric Kettles & Heaters,1000000000.0,144400128.0
2024-04-01,30,Electric Kettles & Heaters,1000000000.0,146409232.0
2024-05-01,30,Electric Kettles & Heaters,1000000000.0,136349712.0
2024-06-01,30,Electric Kettles & Heaters,1000000000.0,144277344.0
2024-07-01,30,Electric Kettles & Heaters,1000000000.0,145886000.0
2024-08-01,30,Electric Kettles & Heaters,1000000000.0,147023296.0
2024-09-01,30,Electric Kettles & Heaters,1000000000.0,149815264.0
2024-10-01,30,Electric Kettles & Heaters,1000000000.0,138072432.0
2024-11-01,30,Electric Kettles & Heaters,1000000000.0,129704424.0
2024-12-01,30,Electric Kettles & Heaters,1000000000.0,130736856.0
2024-01-01,34,Sandwich Makers & Grills,1000000000.0,156901296.0
2024-02-01,34,Sandwich Makers & Grills,1000000000.0,154781760.0
2024-03-01,34,Sandwich Makers & Grills,1000000000.0,163746208.0
2024-04-01,34,Sandwich Makers & Grills,1000000000.0,146363888.0
2024-05-01,34,Sandwich Makers & Grills,1000000000.0,172479184.0
2024-06-01,34,Sandwich Makers & Grills,1000000000.0,158794352.0
2024-07-01,34,Sandwich Makers & Grills,1000000000.0,162578816.0
2024-08-01,34,Sandwich Makers & Grills,1000000000.0,169136336.0
2024-09-01,34,Sandwich Makers & Grills,1000000000.0,168054976.0
2024-10-01,34,Sandwich Makers & Grills,1000000000.0,154548464.0
2024-11-01,34,Sandwich Makers & Grills,1000000000.0,153334144.0
2024-12-01,34,Sandwich Makers & Grills,1000000000.0,169425776.0
2024-01-01,36,Mice & Keyboards,1590905600.0,479242752.0
2024-02-01,36,Mice & Keyboards,1566258304.0,466944640.0
2024-03-01,36,Mice & Keyboards,1536736768.0,465792960.0
2024-04-01,36,Mice & Keyboards,1461381248.0,432481216.0
2024-05-01,36,Mice & Keyboards,1521459968.0,418116608.0
2024-06-01,36,Mice & Keyboards,1484509696.0,385274048.0
2024-07-01,36,Mice & Keyboards,1575897088.0,457304288.0
2024-08-01,36,Mice & Keyboards,1471175552.0,376169184.0
2024-09-01,36,Mice & Keyboards,1507198464.0,397520960.0
2024-10-01,36,Mice & Keyboards,1548793344.0,440569728.0
2024-11-01,36,Mice & Keyboards,1347297152.0,468774176.0
2024-12-01,36,Mice & Keyboards,1573981952.0,423550080.0
2024-01-01,39,Desktop Computers,1514347264.0,483670304.0
2024-02-01,39,Desktop Computers,1419297792.0,412829216.0
2024-03-01,39,Desktop Computers,1547250176.0,399729472.0
2024-04-01,39,Desktop Computers,1528099840.0,496304928.0
2024-05-01,39,Desktop Computers,1748287616.0,468900320.0
2024-06-01,39,Desktop Computers,1571195904.0,547490176.0
2024-07-01,39,Desktop Computers,1680693120.0,502538528.0
2024-08-01,39,Desktop Computers,1780065280.0,534859712.0
2024-09-01,39,Desktop Computers,1618021376.0,449476704.0
2024-10-01,39,Desktop Computers,1860582656.0,507280576.0
2024-11-01,39,Desktop Computers,1823370368.0,515438560.0
2024-12-01,39,Desktop Computers,1538436480.0,386917888.0
2024-01-01,40,Audio Headsets,2744329472.0,412605056.0
2024-02-01,40,Audio Headsets,2864711424.0,403381792.0
2024-03-01,40,Audio Headsets,3949897472.0,510865568.0
2024-04-01,40,Audio Headsets,3911225344.0,477052512.0
2024-05-01,40,Audio Headsets,4084246528.0,540227968.0
2024-06-01,40,Audio Headsets,3771155200.0,460508768.0
2024-07-01,40,Audio Headsets,4390251520.0,558234496.0
2024-08-01,40,Audio Headsets,3994990080.0,445745760.0
2024-09-01,40,Audio Headsets,3823868160.0,423012768.0
2024-10-01,40,Audio Headsets,3965530368.0,455985376.0
2024-11-01,40,Audio Headsets,3339248384.0,443858304.0
2024-12-01,40,Audio Headsets,3948643840.0,547662272.0
2024-01-01,43,Communication Gadgets,1451607040.0,354606848.0
2024-02-01,43,Communication Gadgets,1858348544.0,370678912.0
2024-03-01,43,Communication Gadgets,1763034240.0,339224512.0
2024-04-01,43,Communication Gadgets,1633904256.0,316976000.0
2024-05-01,43,Communication Gadgets,1637879296.0,290636896.0
2024-06-01,43,Communication Gadgets,1699649024.0,343126432.0
2024-07-01,43,Communication Gadgets,1529462400.0,331239520.0
2024-08-01,43,Communication Gadgets,1556288512.0,382782208.0
2024-09-01,43,Communication Gadgets,1425853312.0,312435520.0
2024-10-01,43,Communication Gadgets,1525311872.0,312435520.0
2024-11-01,43,Communication Gadgets,1492889728.0,365823072.0
2024-12-01,43,Communication Gadgets,1578162432.0,329007488.0
